session_id,user_id,started_at,device,channel,visited_at,viewed_at,carted_at,checked_out_at,purchased_at
S00202,U06481,2026-01-09T16:39:48Z,Mobile,Organic,2026-01-09T16:39:48Z,2026-01-09T16:40:08Z,2026-01-09T16:41:37Z,2026-01-09T16:44:06Z,2026-01-09T16:44:25Z
S00203,U07093,2026-01-25T10:25:01Z,Mobile,Social,2026-01-25T10:25:01Z,2026-01-25T10:26:20Z,2026-01-25T10:28:04Z,2026-01-25T10:29:56Z,
S00204,U04076,2026-02-19T12:20:38Z,Tablet,Paid Search,2026-02-19T12:20:38Z,2026-02-19T12:23:00Z,2026-02-19T12:23:31Z,,
S00205,U04469,2026-01-11T15:40:40Z,Desktop,Social,2026-01-11T15:40:40Z,2026-01-11T15:41:16Z,2026-01-11T15:44:15Z,2026-01-11T15:46:19Z,2026-01-11T15:48:18Z
S00206,U07468,2026-02-26T12:47:57Z,Mobile,Social,2026-02-26T12:47:57Z,2026-02-26T12:49:58Z,,,
S00207,U04204,2026-01-08T02:43:55Z,Desktop,Paid Search,2026-01-08T02:43:55Z,,,,
S00208,U04978,2026-03-28T05:49:29Z,Tablet,Organic,2026-03-28T05:49:29Z,2026-03-28T05:51:31Z,2026-03-28T05:51:58Z,2026-03-28T05:54:53Z,2026-03-28T05:56:41Z
S00209,U03039,2026-01-05T22:01:50Z,Mobile,Paid Search,2026-01-05T22:01:50Z,2026-01-05T22:02:19Z,,,
S00210,U02045,2026-03-09T13:21:36Z,Mobile,Paid Search,2026-03-09T13:21:36Z,,,,
S00211,U04602,2026-01-04T06:46:25Z,Mobile,Paid Search,2026-01-04T06:46:25Z,2026-01-04T06:47:41Z,,,
S00212,U04024,2026-01-28T22:16:39Z,Mobile,Email,2026-01-28T22:16:39Z,2026-01-28T22:17:23Z,,,
S00213,U00720,2026-02-27T06:17:10Z,Desktop,Paid Search,2026-02-27T06:17:10Z,,,,
S00214,U02379,2026-02-10T12:38:57Z,Desktop,Paid Search,2026-02-10T12:38:57Z,,,,
S00215,U01837,2026-01-21T23:13:04Z,Mobile,Paid Search,2026-01-21T23:13:04Z,2026-01-21T23:14:05Z,,,
S00216,U03023,2026-01-31T17:59:12Z,Mobile,Paid Search,2026-01-31T17:59:12Z,2026-01-31T18:01:43Z,2026-01-31T18:02:15Z,2026-01-31T18:04:06Z,
S00217,U04710,2026-03-03T19:08:23Z,Mobile,Paid Search,2026-03-03T19:08:23Z,2026-03-03T19:09:54Z,,,
S00218,U07193,2026-02-27T16:57:37Z,Desktop,Organic,2026-02-27T16:57:37Z,,,,
S00219,U01058,2026-03-12T23:17:39Z,Mobile,Social,2026-03-12T23:17:39Z,2026-03-12T23:18:03Z,,,
S00220,U07658,2026-03-08T05:34:16Z,Mobile,Organic,2026-03-08T05:34:16Z,2026-03-08T05:35:54Z,,,
S00221,U05203,2026-03-08T10:20:30Z,Desktop,Organic,2026-03-08T10:20:30Z,,,,
S00222,U00766,2026-02-05T04:33:26Z,Desktop,Paid Search,2026-02-05T04:33:26Z,2026-02-05T04:34:19Z,,,
S00223,U07390,2026-03-16T05:36:50Z,Mobile,Paid Search,2026-03-16T05:36:50Z,2026-03-16T05:39:24Z,2026-03-16T05:39:41Z,2026-03-16T05:42:35Z,
S00224,U05235,2026-02-03T07:40:31Z,Desktop,Paid Search,2026-02-03T07:40:31Z,2026-02-03T07:43:21Z,,,
S00225,U05612,2026-03-24T10:59:56Z,Mobile,Social,2026-03-24T10:59:56Z,2026-03-24T11:02:02Z,2026-03-24T11:02:27Z,2026-03-24T11:04:23Z,
S00226,U05885,2026-01-27T12:23:09Z,Desktop,Organic,2026-01-27T12:23:09Z,2026-01-27T12:24:47Z,,,
S00227,U01981,2026-01-17T13:29:27Z,Mobile,Organic,2026-01-17T13:29:27Z,2026-01-17T13:30:45Z,,,
S00228,U07080,2026-01-19T03:31:29Z,Mobile,Email,2026-01-19T03:31:29Z,2026-01-19T03:32:42Z,,,
S00229,U01556,2026-01-21T11:55:17Z,Desktop,Social,2026-01-21T11:55:17Z,,,,
S00230,U04075,2026-03-05T18:44:26Z,Mobile,Social,2026-03-05T18:44:26Z,2026-03-05T18:46:16Z,,,
S00231,U02305,2026-01-31T07:49:59Z,Mobile,Organic,2026-01-31T07:49:59Z,2026-01-31T07:52:56Z,,,
S00232,U01098,2026-02-06T19:32:25Z,Mobile,Organic,2026-02-06T19:32:25Z,,,,
S00233,U04672,2026-02-16T14:40:55Z,Mobile,Paid Search,2026-02-16T14:40:55Z,2026-02-16T14:42:37Z,,,
S00234,U02292,2026-01-10T14:03:59Z,Mobile,Social,2026-01-10T14:03:59Z,,,,
S00235,U03227,2026-03-21T22:14:50Z,Mobile,Email,2026-03-21T22:14:50Z,2026-03-21T22:16:26Z,,,
S00236,U04097,2026-02-16T05:15:09Z,Mobile,Paid Search,2026-02-16T05:15:09Z,2026-02-16T05:15:28Z,2026-02-16T05:17:03Z,,
S00237,U01146,2026-03-08T16:38:18Z,Mobile,Social,2026-03-08T16:38:18Z,2026-03-08T16:41:04Z,,,
S00238,U02756,2026-02-20T22:26:45Z,Desktop,Organic,2026-02-20T22:26:45Z,2026-02-20T22:29:05Z,,,
S00239,U02714,2026-03-14T10:54:54Z,Mobile,Organic,2026-03-14T10:54:54Z,2026-03-14T10:56:50Z,,,
S00240,U07923,2026-03-30T22:54:38Z,Mobile,Paid Search,2026-03-30T22:54:38Z,2026-03-30T22:57:16Z,,,
S00241,U05908,2026-01-07T21:14:43Z,Mobile,Paid Search,2026-01-07T21:14:43Z,2026-01-07T21:16:30Z,2026-01-07T21:17:42Z,2026-01-07T21:18:20Z,2026-01-07T21:20:22Z
S00242,U06349,2026-01-20T15:02:07Z,Desktop,Paid Search,2026-01-20T15:02:07Z,2026-01-20T15:04:17Z,,,
S00243,U05425,2026-01-08T05:01:38Z,Mobile,Paid Search,2026-01-08T05:01:38Z,2026-01-08T05:03:24Z,2026-01-08T05:04:18Z,2026-01-08T05:06:44Z,2026-01-08T05:08:24Z
S00244,U02020,2026-03-29T09:37:30Z,Desktop,Organic,2026-03-29T09:37:30Z,2026-03-29T09:38:56Z,2026-03-29T09:40:22Z,,
S00245,U07649,2026-01-27T17:48:14Z,Mobile,Organic,2026-01-27T17:48:14Z,,,,
S00246,U03111,2026-02-05T10:28:41Z,Mobile,Social,2026-02-05T10:28:41Z,,,,
S00247,U02380,2026-02-20T12:33:57Z,Tablet,Social,2026-02-20T12:33:57Z,2026-02-20T12:34:27Z,,,
S00248,U06783,2026-02-26T09:20:12Z,Desktop,Organic,2026-02-26T09:20:12Z,2026-02-26T09:22:45Z,,,
S00249,U01987,2026-01-18T03:58:36Z,Desktop,Paid Search,2026-01-18T03:58:36Z,2026-01-18T04:01:01Z,2026-01-18T04:02:10Z,2026-01-18T04:04:05Z,2026-01-18T04:06:15Z
S00250,U01294,2026-01-18T00:11:19Z,Tablet,Email,2026-01-18T00:11:19Z,2026-01-18T00:13:30Z,,,
S00251,U07438,2026-01-26T10:27:29Z,Mobile,Paid Search,2026-01-26T10:27:29Z,,,,
S00252,U06966,2026-03-25T20:54:12Z,Mobile,Social,2026-03-25T20:54:12Z,,,,
S00253,U07534,2026-01-23T15:12:53Z,Desktop,Organic,2026-01-23T15:12:53Z,2026-01-23T15:14:44Z,,,
S00254,U04653,2026-01-24T10:32:21Z,Desktop,Organic,2026-01-24T10:32:21Z,2026-01-24T10:33:56Z,2026-01-24T10:36:50Z,2026-01-24T10:39:06Z,
S00255,U00923,2026-01-18T18:21:28Z,Mobile,Organic,2026-01-18T18:21:28Z,2026-01-18T18:23:35Z,,,
S00256,U04652,2026-01-24T00:30:46Z,Desktop,Social,2026-01-24T00:30:46Z,2026-01-24T00:31:45Z,2026-01-24T00:34:38Z,,
S00257,U00782,2026-02-24T18:45:38Z,Mobile,Paid Search,2026-02-24T18:45:38Z,2026-02-24T18:46:23Z,,,
S00258,U06175,2026-02-01T00:14:55Z,Mobile,Organic,2026-02-01T00:14:55Z,2026-02-01T00:16:29Z,2026-02-01T00:19:05Z,2026-02-01T00:22:02Z,2026-02-01T00:23:12Z
S00259,U04117,2026-01-16T16:56:40Z,Mobile,Paid Search,2026-01-16T16:56:40Z,,,,
S00260,U03011,2026-02-09T04:16:29Z,Desktop,Email,2026-02-09T04:16:29Z,2026-02-09T04:17:35Z,,,
S00261,U03061,2026-03-03T05:34:38Z,Mobile,Email,2026-03-03T05:34:38Z,2026-03-03T05:37:08Z,,,
S00262,U04881,2026-03-10T07:57:07Z,Desktop,Social,2026-03-10T07:57:07Z,,,,
S00263,U00640,2026-01-11T19:07:59Z,Mobile,Social,2026-01-11T19:07:59Z,,,,
S00264,U01657,2026-01-15T02:14:54Z,Desktop,Email,2026-01-15T02:14:54Z,2026-01-15T02:15:42Z,2026-01-15T02:18:05Z,2026-01-15T02:19:07Z,2026-01-15T02:21:22Z
S00265,U04205,2026-03-07T16:13:10Z,Desktop,Paid Search,2026-03-07T16:13:10Z,2026-03-07T16:15:44Z,2026-03-07T16:17:52Z,2026-03-07T16:19:20Z,
S00266,U04738,2026-02-20T09:15:52Z,Desktop,Social,2026-02-20T09:15:52Z,2026-02-20T09:17:50Z,,,
S00267,U00566,2026-01-09T19:42:11Z,Tablet,Email,2026-01-09T19:42:11Z,,,,
S00268,U01110,2026-03-02T01:09:19Z,Mobile,Organic,2026-03-02T01:09:19Z,,,,
S00269,U03675,2026-03-24T15:18:17Z,Mobile,Social,2026-03-24T15:18:17Z,,,,
S00270,U07165,2026-02-18T13:40:36Z,Mobile,Email,2026-02-18T13:40:36Z,2026-02-18T13:43:33Z,,,
S00271,U01044,2026-01-16T06:29:52Z,Tablet,Paid Search,2026-01-16T06:29:52Z,,,,
S00272,U03793,2026-01-29T00:07:35Z,Desktop,Email,2026-01-29T00:07:35Z,2026-01-29T00:10:04Z,2026-01-29T00:11:51Z,,
S00273,U07680,2026-02-01T16:46:15Z,Mobile,Organic,2026-02-01T16:46:15Z,,,,
S00274,U06276,2026-01-15T01:10:22Z,Desktop,Paid Search,2026-01-15T01:10:22Z,,,,
S00275,U00276,2026-01-03T08:45:44Z,Mobile,Organic,2026-01-03T08:45:44Z,2026-01-03T08:46:06Z,2026-01-03T08:46:27Z,2026-01-03T08:47:36Z,
S00276,U06683,2026-01-08T05:06:07Z,Mobile,Organic,2026-01-08T05:06:07Z,,,,
S00277,U06705,2026-03-15T11:36:39Z,Mobile,Social,2026-03-15T11:36:39Z,2026-03-15T11:38:06Z,,,
S00278,U00500,2026-03-26T18:58:41Z,Mobile,Organic,2026-03-26T18:58:41Z,2026-03-26T19:01:22Z,,,
S00279,U00385,2026-01-23T22:47:30Z,Desktop,Paid Search,2026-01-23T22:47:30Z,,,,
S00280,U03411,2026-03-24T13:52:38Z,Desktop,Organic,2026-03-24T13:52:38Z,2026-03-24T13:54:04Z,,,
S00281,U07025,2026-03-10T17:14:25Z,Mobile,Organic,2026-03-10T17:14:25Z,2026-03-10T17:16:33Z,,,
S00282,U01099,2026-03-13T15:01:30Z,Tablet,Paid Search,2026-03-13T15:01:30Z,2026-03-13T15:02:45Z,2026-03-13T15:05:40Z,2026-03-13T15:07:45Z,
S00283,U02200,2026-01-12T19:30:06Z,Desktop,Organic,2026-01-12T19:30:06Z,2026-01-12T19:32:50Z,,,
S00284,U05501,2026-01-10T06:51:02Z,Desktop,Paid Search,2026-01-10T06:51:02Z,2026-01-10T06:53:14Z,2026-01-10T06:54:49Z,2026-01-10T06:55:02Z,2026-01-10T06:56:00Z
S00285,U05766,2026-01-16T17:26:13Z,Desktop,Social,2026-01-16T17:26:13Z,2026-01-16T17:27:24Z,,,
S00286,U02527,2026-02-06T13:51:34Z,Mobile,Paid Search,2026-02-06T13:51:34Z,2026-02-06T13:53:55Z,,,
S00287,U06240,2026-03-01T03:35:24Z,Desktop,Social,2026-03-01T03:35:24Z,,,,
S00288,U07079,2026-01-27T13:29:49Z,Mobile,Organic,2026-01-27T13:29:49Z,2026-01-27T13:30:36Z,2026-01-27T13:33:07Z,,
S00289,U01885,2026-03-16T15:12:12Z,Mobile,Organic,2026-03-16T15:12:12Z,2026-03-16T15:13:24Z,,,
S00290,U07918,2026-03-25T12:17:25Z,Mobile,Social,2026-03-25T12:17:25Z,,,,
S00291,U01387,2026-03-04T16:46:41Z,Mobile,Social,2026-03-04T16:46:41Z,2026-03-04T16:49:10Z,,,
S00292,U00609,2026-03-11T02:08:18Z,Mobile,Social,2026-03-11T02:08:18Z,,,,
S00293,U06903,2026-03-27T01:45:58Z,Desktop,Paid Search,2026-03-27T01:45:58Z,2026-03-27T01:46:25Z,,,
S00294,U05062,2026-01-02T07:57:48Z,Mobile,Paid Search,2026-01-02T07:57:48Z,2026-01-02T08:00:35Z,,,
S00295,U03370,2026-03-26T17:45:44Z,Mobile,Paid Search,2026-03-26T17:45:44Z,2026-03-26T17:48:09Z,,,
S00296,U05522,2026-03-10T10:26:16Z,Mobile,Social,2026-03-10T10:26:16Z,2026-03-10T10:27:11Z,2026-03-10T10:27:45Z,2026-03-10T10:28:56Z,2026-03-10T10:31:20Z
S00297,U07859,2026-02-15T09:43:58Z,Desktop,Organic,2026-02-15T09:43:58Z,2026-02-15T09:46:32Z,2026-02-15T09:47:39Z,2026-02-15T09:48:09Z,2026-02-15T09:51:05Z
S00298,U00460,2026-01-12T14:45:20Z,Mobile,Paid Search,2026-01-12T14:45:20Z,2026-01-12T14:46:13Z,2026-01-12T14:48:14Z,2026-01-12T14:49:48Z,
S00299,U07384,2026-01-13T19:13:46Z,Desktop,Organic,2026-01-13T19:13:46Z,,,,
S00300,U05607,2026-03-14T17:18:44Z,Mobile,Email,2026-03-14T17:18:44Z,,,,
S00301,U06967,2026-03-11T20:31:00Z,Desktop,Organic,2026-03-11T20:31:00Z,2026-03-11T20:32:03Z,,,
S00302,U04643,2026-02-20T02:48:04Z,Mobile,Paid Search,2026-02-20T02:48:04Z,,,,
S00303,U01147,2026-02-19T19:40:52Z,Mobile,Social,2026-02-19T19:40:52Z,,,,
S00304,U00440,2026-03-30T02:51:19Z,Mobile,Email,2026-03-30T02:51:19Z,2026-03-30T02:52:28Z,,,
S00305,U03250,2026-02-13T22:02:00Z,Desktop,Email,2026-02-13T22:02:00Z,,,,
S00306,U03691,2026-02-11T01:04:43Z,Desktop,Social,2026-02-11T01:04:43Z,2026-02-11T01:06:24Z,,,
S00307,U03114,2026-02-18T15:43:23Z,Mobile,Paid Search,2026-02-18T15:43:23Z,2026-02-18T15:46:11Z,2026-02-18T15:47:24Z,,
S00308,U05193,2026-01-11T09:45:23Z,Mobile,Social,2026-01-11T09:45:23Z,2026-01-11T09:47:12Z,,,
S00309,U02949,2026-01-14T03:19:55Z,Mobile,Organic,2026-01-14T03:19:55Z,,,,
S00310,U04563,2026-01-14T04:49:27Z,Mobile,Paid Search,2026-01-14T04:49:27Z,2026-01-14T04:51:21Z,2026-01-14T04:51:53Z,2026-01-14T04:52:26Z,
S00311,U06383,2026-02-11T14:01:33Z,Mobile,Paid Search,2026-02-11T14:01:33Z,2026-02-11T14:04:06Z,,,
S00312,U01389,2026-02-01T20:49:27Z,Mobile,Social,2026-02-01T20:49:27Z,2026-02-01T20:50:54Z,,,
S00313,U02456,2026-01-19T02:18:12Z,Mobile,Organic,2026-01-19T02:18:12Z,2026-01-19T02:18:41Z,,,
S00314,U03751,2026-02-01T22:45:24Z,Mobile,Paid Search,2026-02-01T22:45:24Z,2026-02-01T22:46:51Z,2026-02-01T22:48:42Z,2026-02-01T22:51:30Z,2026-02-01T22:53:04Z
S00315,U07761,2026-02-25T21:38:28Z,Mobile,Organic,2026-02-25T21:38:28Z,2026-02-25T21:40:40Z,2026-02-25T21:42:31Z,,
S00316,U01986,2026-02-07T23:02:35Z,Mobile,Paid Search,2026-02-07T23:02:35Z,2026-02-07T23:03:56Z,,,
S00317,U04852,2026-02-20T13:17:23Z,Mobile,Paid Search,2026-02-20T13:17:23Z,,,,
S00318,U07725,2026-01-24T20:01:42Z,Mobile,Social,2026-01-24T20:01:42Z,2026-01-24T20:03:44Z,,,
S00319,U03352,2026-03-30T02:31:04Z,Desktop,Social,2026-03-30T02:31:04Z,2026-03-30T02:31:49Z,,,
S00320,U06465,2026-01-31T09:11:59Z,Desktop,Social,2026-01-31T09:11:59Z,2026-01-31T09:14:03Z,,,
S00321,U07540,2026-03-03T21:11:55Z,Mobile,Paid Search,2026-03-03T21:11:55Z,,,,
S00322,U05748,2026-02-23T19:47:36Z,Mobile,Email,2026-02-23T19:47:36Z,,,,
S00323,U06300,2026-03-10T21:37:13Z,Desktop,Organic,2026-03-10T21:37:13Z,2026-03-10T21:38:53Z,2026-03-10T21:41:39Z,2026-03-10T21:44:34Z,2026-03-10T21:46:26Z
S00324,U01819,2026-02-12T15:40:20Z,Mobile,Organic,2026-02-12T15:40:20Z,2026-02-12T15:42:42Z,,,
S00325,U03794,2026-03-30T20:56:37Z,Mobile,Paid Search,2026-03-30T20:56:37Z,,,,
S00326,U03955,2026-03-17T18:13:17Z,Mobile,Email,2026-03-17T18:13:17Z,2026-03-17T18:15:13Z,,,
S00327,U02854,2026-01-11T04:13:33Z,Desktop,Social,2026-01-11T04:13:33Z,2026-01-11T04:15:39Z,,,
S00328,U05915,2026-03-08T17:34:58Z,Mobile,Organic,2026-03-08T17:34:58Z,2026-03-08T17:36:29Z,2026-03-08T17:36:50Z,,
S00329,U05548,2026-01-15T00:49:20Z,Desktop,Paid Search,2026-01-15T00:49:20Z,,,,
S00330,U04587,2026-02-01T18:47:12Z,Mobile,Organic,2026-02-01T18:47:12Z,2026-02-01T18:49:20Z,2026-02-01T18:51:13Z,2026-02-01T18:52:10Z,
S00331,U01617,2026-02-25T14:24:09Z,Mobile,Paid Search,2026-02-25T14:24:09Z,2026-02-25T14:26:08Z,,,
S00332,U06521,2026-01-28T07:29:32Z,Mobile,Social,2026-01-28T07:29:32Z,2026-01-28T07:30:08Z,,,
S00333,U00934,2026-03-10T06:48:25Z,Mobile,Organic,2026-03-10T06:48:25Z,2026-03-10T06:50:40Z,,,
S00334,U04809,2026-03-23T11:24:38Z,Mobile,Paid Search,2026-03-23T11:24:38Z,2026-03-23T11:26:18Z,,,
S00335,U02437,2026-03-21T06:16:53Z,Desktop,Social,2026-03-21T06:16:53Z,,,,
S00336,U01955,2026-03-17T03:05:08Z,Desktop,Organic,2026-03-17T03:05:08Z,2026-03-17T03:06:04Z,,,
S00337,U04709,2026-01-19T18:35:54Z,Mobile,Paid Search,2026-01-19T18:35:54Z,2026-01-19T18:36:51Z,,,
S00338,U01150,2026-03-10T06:18:26Z,Mobile,Paid Search,2026-03-10T06:18:26Z,2026-03-10T06:20:31Z,,,
S00339,U03146,2026-02-15T00:20:56Z,Mobile,Organic,2026-02-15T00:20:56Z,,,,
S00340,U05818,2026-03-06T18:01:16Z,Mobile,Paid Search,2026-03-06T18:01:16Z,,,,
S00341,U06235,2026-03-04T06:05:22Z,Mobile,Organic,2026-03-04T06:05:22Z,2026-03-04T06:05:40Z,2026-03-04T06:08:07Z,2026-03-04T06:10:14Z,
S00342,U02195,2026-03-05T20:00:53Z,Mobile,Paid Search,2026-03-05T20:00:53Z,,,,
S00343,U05890,2026-02-16T19:44:06Z,Desktop,Organic,2026-02-16T19:44:06Z,2026-02-16T19:45:11Z,,,
S00344,U03685,2026-01-14T09:00:44Z,Mobile,Email,2026-01-14T09:00:44Z,2026-01-14T09:01:16Z,,,
S00345,U05646,2026-01-16T08:37:36Z,Mobile,Social,2026-01-16T08:37:36Z,2026-01-16T08:40:22Z,,,
S00346,U01696,2026-01-22T22:26:00Z,Mobile,Organic,2026-01-22T22:26:00Z,,,,
S00347,U01380,2026-03-14T12:46:22Z,Mobile,Paid Search,2026-03-14T12:46:22Z,2026-03-14T12:47:46Z,2026-03-14T12:49:04Z,,
S00348,U03372,2026-03-07T03:28:01Z,Mobile,Social,2026-03-07T03:28:01Z,,,,
S00349,U01199,2026-02-05T04:37:11Z,Desktop,Organic,2026-02-05T04:37:11Z,,,,
S00350,U02202,2026-02-01T14:17:52Z,Mobile,Paid Search,2026-02-01T14:17:52Z,2026-02-01T14:19:38Z,,,
S00351,U05692,2026-03-23T03:23:22Z,Mobile,Social,2026-03-23T03:23:22Z,,,,
S00352,U00021,2026-02-17T16:33:17Z,Tablet,Organic,2026-02-17T16:33:17Z,,,,
S00353,U06965,2026-01-12T16:41:29Z,Desktop,Social,2026-01-12T16:41:29Z,2026-01-12T16:43:55Z,,,
S00354,U02324,2026-02-24T07:42:47Z,Mobile,Organic,2026-02-24T07:42:47Z,2026-02-24T07:45:24Z,2026-02-24T07:47:38Z,,
S00355,U06855,2026-03-29T01:45:45Z,Mobile,Paid Search,2026-03-29T01:45:45Z,2026-03-29T01:46:26Z,,,
S00356,U03505,2026-01-21T16:04:00Z,Mobile,Email,2026-01-21T16:04:00Z,2026-01-21T16:04:43Z,,,
S00357,U00765,2026-02-08T05:47:17Z,Desktop,Social,2026-02-08T05:47:17Z,2026-02-08T05:48:31Z,2026-02-08T05:51:27Z,2026-02-08T05:53:18Z,2026-02-08T05:54:27Z
S00358,U01088,2026-01-12T03:27:55Z,Mobile,Paid Search,2026-01-12T03:27:55Z,2026-01-12T03:30:17Z,,,
S00359,U07048,2026-01-02T00:17:36Z,Desktop,Social,2026-01-02T00:17:36Z,2026-01-02T00:18:19Z,,,
S00360,U00846,2026-01-30T13:56:49Z,Mobile,Social,2026-01-30T13:56:49Z,2026-01-30T13:58:15Z,2026-01-30T13:58:59Z,2026-01-30T13:59:45Z,2026-01-30T14:02:19Z
S00361,U05146,2026-03-25T05:58:31Z,Mobile,Social,2026-03-25T05:58:31Z,,,,
S00362,U00711,2026-02-22T22:25:50Z,Desktop,Social,2026-02-22T22:25:50Z,,,,
S00363,U07891,2026-01-18T04:29:02Z,Mobile,Paid Search,2026-01-18T04:29:02Z,2026-01-18T04:29:47Z,2026-01-18T04:32:42Z,2026-01-18T04:35:13Z,
S00364,U06946,2026-03-19T10:22:25Z,Desktop,Social,2026-03-19T10:22:25Z,,,,
S00365,U06127,2026-02-08T07:28:48Z,Mobile,Paid Search,2026-02-08T07:28:48Z,2026-02-08T07:31:43Z,2026-02-08T07:32:54Z,2026-02-08T07:33:32Z,2026-02-08T07:36:25Z
S00366,U01082,2026-03-09T00:26:21Z,Tablet,Email,2026-03-09T00:26:21Z,2026-03-09T00:28:56Z,2026-03-09T00:31:25Z,2026-03-09T00:33:35Z,
S00367,U01768,2026-01-10T00:36:27Z,Mobile,Organic,2026-01-10T00:36:27Z,2026-01-10T00:36:52Z,,,
S00368,U06285,2026-02-20T18:26:42Z,Mobile,Social,2026-02-20T18:26:42Z,2026-02-20T18:28:34Z,2026-02-20T18:31:01Z,2026-02-20T18:31:50Z,2026-02-20T18:33:19Z
S00369,U05197,2026-01-27T05:39:25Z,Mobile,Paid Search,2026-01-27T05:39:25Z,,,,
S00370,U07811,2026-03-25T02:24:25Z,Mobile,Paid Search,2026-03-25T02:24:25Z,,,,
S00371,U03715,2026-01-08T08:54:04Z,Mobile,Paid Search,2026-01-08T08:54:04Z,2026-01-08T08:54:28Z,2026-01-08T08:57:26Z,,
S00372,U01343,2026-01-16T00:27:40Z,Desktop,Social,2026-01-16T00:27:40Z,2026-01-16T00:29:18Z,,,
S00373,U07156,2026-02-03T06:04:44Z,Mobile,Social,2026-02-03T06:04:44Z,2026-02-03T06:05:24Z,,,
S00374,U00524,2026-01-04T12:11:50Z,Desktop,Organic,2026-01-04T12:11:50Z,2026-01-04T12:14:27Z,,,
S00375,U07040,2026-03-05T16:34:23Z,Mobile,Organic,2026-03-05T16:34:23Z,2026-03-05T16:36:07Z,2026-03-05T16:36:43Z,,
S00376,U00361,2026-03-28T04:11:57Z,Mobile,Paid Search,2026-03-28T04:11:57Z,,,,
S00377,U07539,2026-01-02T08:54:13Z,Mobile,Paid Search,2026-01-02T08:54:13Z,2026-01-02T08:54:32Z,,,
S00378,U07503,2026-03-25T15:16:07Z,Mobile,Organic,2026-03-25T15:16:07Z,,,,
S00379,U05516,2026-02-04T02:50:08Z,Mobile,Organic,2026-02-04T02:50:08Z,,,,
S00380,U07816,2026-01-23T08:07:33Z,Desktop,Email,2026-01-23T08:07:33Z,2026-01-23T08:09:42Z,,,
S00381,U03023,2026-02-09T11:54:59Z,Mobile,Paid Search,2026-02-09T11:54:59Z,2026-02-09T11:57:33Z,,,
S00382,U04042,2026-03-21T08:49:55Z,Mobile,Paid Search,2026-03-21T08:49:55Z,,,,
S00383,U00053,2026-01-26T19:53:58Z,Desktop,Organic,2026-01-26T19:53:58Z,,,,
S00384,U05681,2026-01-04T08:28:59Z,Mobile,Paid Search,2026-01-04T08:28:59Z,,,,
S00385,U06047,2026-02-12T00:03:11Z,Desktop,Paid Search,2026-02-12T00:03:11Z,,,,
S00386,U04031,2026-01-14T07:28:15Z,Mobile,Organic,2026-01-14T07:28:15Z,,,,
S00387,U07351,2026-01-19T10:11:17Z,Mobile,Email,2026-01-19T10:11:17Z,,,,
S00388,U04758,2026-02-22T13:33:43Z,Mobile,Social,2026-02-22T13:33:43Z,2026-02-22T13:34:27Z,,,
S00389,U05427,2026-02-20T02:43:28Z,Mobile,Organic,2026-02-20T02:43:28Z,,,,
S00390,U06561,2026-01-31T10:37:10Z,Mobile,Organic,2026-01-31T10:37:10Z,2026-01-31T10:38:43Z,2026-01-31T10:40:02Z,2026-01-31T10:41:03Z,2026-01-31T10:43:42Z
S00391,U00990,2026-01-14T05:59:04Z,Mobile,Organic,2026-01-14T05:59:04Z,2026-01-14T06:00:07Z,,,
S00392,U06616,2026-03-01T09:38:55Z,Desktop,Organic,2026-03-01T09:38:55Z,2026-03-01T09:41:39Z,2026-03-01T09:43:12Z,2026-03-01T09:44:25Z,
S00393,U06719,2026-02-20T18:41:40Z,Mobile,Organic,2026-02-20T18:41:40Z,,,,
S00394,U04507,2026-01-04T14:43:24Z,Desktop,Paid Search,2026-01-04T14:43:24Z,2026-01-04T14:45:32Z,2026-01-04T14:46:17Z,2026-01-04T14:46:42Z,
S00395,U05623,2026-01-29T04:45:33Z,Mobile,Paid Search,2026-01-29T04:45:33Z,2026-01-29T04:48:28Z,2026-01-29T04:51:08Z,2026-01-29T04:51:37Z,2026-01-29T04:52:03Z
S00396,U06941,2026-03-24T16:08:41Z,Desktop,Organic,2026-03-24T16:08:41Z,,,,
S00397,U01377,2026-02-12T04:27:39Z,Mobile,Paid Search,2026-02-12T04:27:39Z,,,,
S00398,U03496,2026-02-25T14:22:53Z,Mobile,Paid Search,2026-02-25T14:22:53Z,2026-02-25T14:23:57Z,,,
S00399,U05031,2026-02-05T10:11:21Z,Mobile,Organic,2026-02-05T10:11:21Z,2026-02-05T10:12:33Z,,,
S00400,U00719,2026-03-05T15:00:00Z,Desktop,Paid Search,2026-03-05T15:00:00Z,2026-03-05T15:00:45Z,,,
S00401,U04454,2026-03-24T19:08:39Z,Mobile,Email,2026-03-24T19:08:39Z,2026-03-24T19:10:26Z,,,
S00402,U07477,2026-02-15T17:27:53Z,Mobile,Paid Search,2026-02-15T17:27:53Z,2026-02-15T17:29:25Z,,,
S00403,U07339,2026-01-24T00:56:56Z,Mobile,Organic,2026-01-24T00:56:56Z,,,,
S00404,U02929,2026-02-05T02:07:59Z,Desktop,Paid Search,2026-02-05T02:07:59Z,,,,
S00405,U02184,2026-01-30T05:48:42Z,Mobile,Social,2026-01-30T05:48:42Z,2026-01-30T05:49:06Z,,,
S00406,U02907,2026-01-29T20:57:37Z,Desktop,Social,2026-01-29T20:57:37Z,,,,
S00407,U06047,2026-01-23T06:24:41Z,Mobile,Organic,2026-01-23T06:24:41Z,2026-01-23T06:27:22Z,2026-01-23T06:29:02Z,,
